Sentence,Two_Entity,Predict,Label,idx,row,col
"lin ##d ##zen ( 5 . 3 ° c clear sky , 3 . 53 ° c with 40 % cloud ) , char ##nock & shine ( 12 ° c clear sky ) , c & s are the big number guys in the estimation game ( both these from physics today , 1995 ) , ko ##ndra ##t ##je ##w & mo ##ska ##len ##ko ( 7 . 2 ° c , commonly cited but we are not sure why , perhaps because houghton used their estimate in his book , ` the global climate ' , 1984 ) .","[[lin, ##d, ##zen], [7, ., 2]]",no_relation,no_relation,1949,0,0
"however , he said ellison and carson need to demonstrate their faith to muslim youth and show that civic engagement among muslims is healthy .","[[ellison], [carson]]",no_relation,no_relation,1950,0,0
"` ` la ##ri ##jan ##i was not advocating making major nuclear compromise ##s , but he appreciated the need to retain constructive dialogue with the eu and felt ahmad ##ine ##jad needles ##sl ##y undermine ##d iran ' s case with his blu ##ster ##ous rhetoric , ' ' said karim sad ##jad ##pour , an iran expert at the carnegie endowment for international peace , a washington , d . c . , think tank .","[[he], [iran]]",no_relation,no_relation,1952,0,0
"dai conveyed cord ##ial greeting and good wishes from general secretary of the central committee of the communist party of china and chinese president hu jin ##tao , who also expressed his congratulations to the congress party and the up ##a for successfully winning a second term of government in the general elections this year .","[[communist, party, of, china], [congress, party]]",no_relation,no_relation,1953,0,0
"* panel 2 * carl blake , national legislative director , paralyzed veterans of america * kerry baker , assistant national legislative director , disabled american veterans * dennis m . cu ##llin ##an , director , national legislative service , veterans of foreign wars of the united states * raymond c . kelley , national legislative director , american veterans ( am ##vet ##s )","[[paralyzed, veterans, of, america], [dennis, m, ., cu, ##llin, ##an]]",no_relation,no_relation,1954,0,0
"most of the time , the groom is the one who is incarcerated , but on monday he will off ##icia ##te at the ri ##kers wedding of the grammy - nominated rapper remy ma , whose real name is remy smith , and who is awaiting sentencing after she was convicted of assault for shooting a woman in 2007 .","[[one], [remy, ma]]",no_relation,no_relation,1955,0,0
the truth is that muslim convert and democrat andre carson was elected to serve not because he is a muslim but because the overwhelmingly christian electorate in indiana believes he is the right person for the job .,"[[andre, carson], [he]]",no_relation,no_relation,1957,0,0
"it was not long until mccain caught the attention of sen ##s . barry gold ##water and paul fan ##nin , both arizona institutions and devout conservative republicans , men who could easily be identified with ` ` america - - bastion of liberty , beacon of hope . ' '","[[mccain], [barry, gold, ##water]]",no_relation,no_relation,1958,0,0
"though he loves sci - fi , it could be argued that fuller ' s best work is do ##used in qui ##rk ( ` ` wonder ##falls , ' ' ` ` pushing dai ##sies ' ' ) , where he can exercise a particular el ##an for clever word ##play , be ##mus ##ed romantic ##ism and bitter ##sw ##eet sarcasm .","[[he], [he]]",no_relation,no_relation,1960,0,0
"dr . jenny ata ##s , the marathon ' s medical director who led a team of 60 medical volunteers from the detroit medical center during the race , could n ' t comment on the three men who died but said it ' s possible for someone , even a runner in great shape , to have an ` ` inherent ' ' heart problem .","[[60], [detroit, medical, center]]",no_relation,no_relation,1961,0,0
"smith , kelley and goldman sachs vice chairman robert ho ##rma ##ts met dec . 13 with white house economists al hubbard and ed la ##ze ##ar to present ideas , many resembling those built into the state of the union .","[[al, hubbard], [state, of, the, union]]",no_relation,no_relation,1963,0,0
the scorpion ##s gained worldwide notoriety years after the conflict when a video was played at the tribunal during former yugoslav president sl ##ob ##oda ##n milos ##evic ' s genocide trial of members of the group gunn ##ing down six muslims captured after the 1995 fall of sr ##eb ##ren ##ica .,"[[scorpion, ##s], [six]]",no_relation,no_relation,1964,0,0
"the bench ##mark nik ##kei 225 stock index slipped 12 . 99 points , or 0 . 07 percent , to finish at 17 , 65 ##6 . 84 points on the tokyo stock exchange .","[[225], [tokyo, stock, exchange]]",no_relation,no_relation,1965,0,0
"as it did last year , za ##gat rated mel ##isse in santa monica as no . 1 in town for food .","[[za, ##gat], [santa, monica]]",no_relation,no_relation,1966,0,0
"well , brian , with the house vote just a few hours away , the white house , specifically dee dee myers , just a few minutes ago , still in her briefing , said that things are looking quite good in the house .","[[brian], [dee, dee, myers]]",no_relation,no_relation,1967,0,0
"in one example of that , as soon as the crane used to erect dawn ' s launch vehicle mal ##fu ##nction ##ed on may 30 , engineers at jp ##l , kennedy space center , and united launch alliance began detailed preparations for the possibility of a launch in september or october .","[[may, 30], [kennedy, space, center]]",no_relation,no_relation,1968,0,0
u ##bs upgrades chung ##hwa telecom rating from ` neutral ' to ` buy ',"[[u, ##bs], [chung, ##hwa, telecom]]",no_relation,no_relation,1969,0,0
"cult german director wi ##m wen ##ders and veteran italian poet and screenplay writer toni ##no guerra were among those who attended the funeral ceremony at ferrara ' s san giorgio basilica , the report said .","[[poet], [ferrara]]",no_relation,no_relation,1970,0,0
"- - sierra club board member paul watson , at the animal rights 2002 convention","[[paul, watson], [2002]]",no_relation,no_relation,1971,0,0
"` ` we need a change of attitude at the highest levels of the faa , ' ' said obe ##rst ##ar , who is to hold a hearing thursday on the issue .","[[faa], [thursday]]",no_relation,no_relation,1972,0,0
far ##r said fidelity proved an attractive partner for k ##kr because of its broad network of institutional and retail clients .,"[[far, ##r], [fidelity]]",no_relation,no_relation,1973,0,0
"afterward , speaking for the group , u . s . under ##se ##cre ##tary of state nicholas burns said their discussions were serious and constructive .","[[u, ., s, .], [nicholas, burns]]",no_relation,no_relation,1974,0,0
"in 1950 , she married walter p . off ##ut ##t jr . , a minister ; he died in 1974 .","[[she], [1974]]",no_relation,no_relation,1975,0,0
"un ##c leader bas ##de ##o panda ##y , who led the country from 1995 to 2001 as the first premier of east indian descent , blamed the ups ##tar ##t congress of the people party for splitting opposition votes .","[[un, ##c], [east]]",no_relation,no_relation,1976,0,0
"probably her own self esteem has something to do with it along with her life choices ( did n ' t leave the small town she grew up in , has lived with her mother until her mothers death etc ) .","[[her], [she]]",no_relation,no_relation,1977,0,0
"tha ##les , a french electronics and defense company , has offered cash and shares to acquire al ##cate ##l ' s shares in two satellite companies , al ##cate ##l ale ##nia space and tel ##es ##pa ##zio , currently jointly controlled by al ##cate ##l and italy ' s fin ##me ##cca ##nica spa .","[[al, ##cate, ##l], [al, ##cate, ##l]]",no_relation,no_relation,1978,0,0
"the mega deals of 2007 were hind ##al ##co ' s acquisition of novel ##is for $ 6 billion , rain cal ##cini ##ng ' s acquisition of ci ##i carbon for $ 59 ##5 million , wi ##pro ' s acquisition of info ##cross ##ing for $ 56 ##8 million and first ##so ##ur ##ce ' s acquisition of med ##ass ##ist for $ 330 million .","[[hind, ##al, ##co], [info, ##cross, ##ing]]",no_relation,no_relation,1981,0,0
any new political party would be an alternative to the country ' s two main parties - - the bangladesh nationalist party and the aw ##ami league - - that have held power alternatively since democracy was restored in 1991 .,"[[bangladesh, nationalist, party], [aw, ##ami, league]]",no_relation,no_relation,1982,0,0
"british bus and train operator first ##group plc announced a $ 2 . 8 billion ( euro ##2 . 15 billion ) deal friday to acquire greyhound owner laid ##law international inc . , whose business is focused more on its fleet of 40 , 000 school buses .","[[first, ##group, plc], [., 15, billion]]",no_relation,no_relation,1983,0,0
"if kerry wants there to be a december 15 , election , then he needs to acknowledge the need for 150 , 000 or so troops to be in iraq so as to lock the country down and stop ve ##hic ##ular traffic so that suicide bombers do n ' t blow up the voters at polling stations .","[[kerry], [december, 15]]",no_relation,no_relation,1984,0,0
"` ` we are not going to comment on it at this time , ' ' cable - vision spokesman charles sc ##hue ##ler said when asked if the company would invest in news ##day ' s presses or pursue a joint venture with murdoch or the daily news .","[[cable, -, vision], [daily, news]]",no_relation,no_relation,1985,0,0
"she said raul castro , 76 , ` ` is helping us a lot . . . not only because i ' m his daughter , but because i ' ve earned his respect by working at my job carefully . ' '","[[she], [his]]",no_relation,no_relation,1986,0,0
"the u . s . deputy secretary of state arrived in k ##hart ##oum on thursday on an official visit in sudan , which is the first leg of his first trip in african countries since he took office in january this year .","[[k, ##hart, ##oum], [his]]",no_relation,no_relation,1987,0,0
"if you do n ' t meet the normal eligibility requirements , you can still qualify for pen ##fed credit union membership by joining the national military family association for $ 20 , a good investment for this otherwise fee - free credit card .","[[pen, ##fed], [national, military, family, association]]",no_relation,no_relation,1988,0,0
"the kansas city , missouri , based company announced on april 20 that it had broker ##ed a deal to sell option one mortgage to ce ##rber ##us , which is headed by former us treasury secretary john snow , with a likely price tag of over one billion dollars .","[[kansas, city], [option, one, mortgage]]",no_relation,no_relation,1989,0,0
"i wish she wouldn ##t of put her career before jake , but i honestly hope things do go good for her : ]","[[she], [her]]",no_relation,no_relation,1991,0,0
"yankees vs . red sox , game 7 , 2003 al ##cs .","[[red, sox], [7]]",no_relation,no_relation,1992,0,0
"the filing is likely to wipe out not only the company ' s debts but ownership stakes and preferred stock - - totaling nearly $ 18 million - - held by mtv , um ##g , red ##point ventures , highland capital partners , columbia capital equity partners and amp ' d ' s founder and em ##bat ##tled chief executive , peter a . add ##erton .","[[red, ##point, ventures], [highland, capital, partners]]",no_relation,no_relation,1993,0,0
"russian prosecutors have since also said he may have ordered the killing of former kgb agent alexander lit ##vine ##nko , who was poisoned in london in 2006 .","[[kgb], [2006]]",no_relation,no_relation,1995,0,0
"entering the naval aviation cadet reserve program , he became a marine fighter pilot and was sent to the pacific in the fall of 1942 .","[[he], [pacific]]",no_relation,no_relation,1996,0,0
"in the ` ` highly likely ' ' scenario , wrote mr . marko ##pol ##os , ` ` mad ##off securities is the world ' s largest po ##nz ##i scheme . ' '","[[`, `, highly, likely], [mad, ##off, securities]]",no_relation,no_relation,1997,0,0
"at fox ##borough , massachusetts , tom brady threw four touchdown passes , three to randy moss , and the young defense put together its third straight solid game , clinch ##ing the american football conference east and further dim ##ming the jaguars ' slim postseason chances .","[[four], [jaguars]]",no_relation,no_relation,1998,0,0
"gonzales has said he was not involved in the details of deciding which prosecutors were to be replaced , although his statements have been contra ##dict ##ed in sworn testimony by his former chief of staff , d . kyle sampson .","[[he], [his]]",no_relation,no_relation,1999,0,0
"* an ##isto ##n ' s ex sc ##ulf ##or would ` rather not talk about ' her * jennifer an ##isto ##n ' s ex , paul sc ##ulf ##or refuses to open up about his much - talked split with the actress .","[[his], [actress]]",no_relation,no_relation,2003,0,0
"taiwan - based chung ##hwa telecom has succeeded in having its name registered in china , the chairman of the central chamber of commerce of the republic of china said thursday .","[[chung, ##hwa, telecom], [republic, of, china]]",no_relation,no_relation,2005,0,0
"early this season , sea ##crest gin ##ned up a breath ##taking confrontation with simon on a live performance episode when simon called one singer ' s performance ` ` corn ##y ' ' and ` ` desperate ' ' and sea ##crest demanded he defend his position .","[[simon], [one]]",no_relation,no_relation,2006,0,0
"brig . ma ##hm ##ood shah , chief of security for pakistan ' s tribal regions , said a new siege likely would be carried out in north wa ##zi ##rist ##an , near where security forces and al - q ##aid ##a suspects clashed last month , killing 63 foreign and local militants and 50 pakistani troops and officials .","[[ma, ##hm, ##ood, shah], [pakistan]]",no_relation,no_relation,2008,0,0
"` ` her legacy is the example she set with public service , ' ' ru ##cke ##ls ##haus said .","[[her], [she]]",no_relation,no_relation,2009,0,0
"it ' s a risky game to give coup - plot ##ters , cia mercenaries and the likes of ia ##pa - - all sources of des ##ta ##bil ##ization - - more room to maneuver , but it also de ##pr ##ives anti - venezuelan forces one of their major lines of propaganda .","[[ia, ##pa], [one]]",no_relation,no_relation,2010,0,0
mitsubishi car ##ism ##a 0 285 001 127 mr ##15 ##8 ##43 ##3 68 ##hc ##11 ##e ##9 mitsubishi car ##ism ##ag 0 285 001 232 mr ##30 ##9 ##21 ##2 d ##ps ##b 68 ##hc ##11 ##ka ##4 mitsubishi car ##ism ##a 0 285 001 286 mr ##9 ##13 ##7 ##8 ##9 d ##p ##b 68 ##hc ##9 ##12 mitsubishi car ##ism ##a 0 285 001 235 68 ##hc ##11 ##e ##20 mitsubishi gala ##nt mr ##30 ##9 ##23 ##2 d ##ps x ##6 ##t ##42 ##0 ##8 93 ##c ##56 mitsubishi l ##200 / st ##rada mr ##53 ##00 ##0 ##2 d ##p den ##so x ##6 ##t ##41 ##7 ##8 ##1 93 ##c ##56 mitsubishi lance ##r mn ##14 ##1 261 d ##ps ##bc w ##2 ##t ##6 ##21 ##75 93 ##c ##7 ##6 mitsubishi pa ##jer ##o 152 ##30 ##0 246 ##1 den ##so mr ##26 ##8 ##15 ##6 93 ##c ##46 mitsubishi pa ##jer ##o 152 ##30 ##0 247 ##1 157 d ##p den ##so mr ##26 ##8 ##15 ##7 93 ##c ##46 mitsubishi pa ##jer ##o 152 ##30 ##0 105 ##2 157 d ##p den ##so mr ##26 ##8 ##15 ##7 93 ##c ##46 mitsubishi pa ##jer ##o mr ##58 ##7 ##86 ##8 93 ##c ##56,"[[d, ##p, den, ##so], [152, ##30, ##0]]",no_relation,no_relation,2011,0,0
"and then - los angeles times critic charles champ ##lin wrote that sc ##hei ##der ` ` is a wonder ##ment , a dancing dynamo whose portrayal of this life - sp ##lu ##rg ##ing , death - obsessed man poses the academy voters another mind - bog ##gling decision . ' '","[[sc, ##hei, ##der], [academy]]",no_relation,no_relation,2012,0,0
"by lap 18 of 71 , hamilton was 11th , but he could n ' t manage to move up past seventh .","[[71], [hamilton]]",no_relation,no_relation,2013,0,0
he wrote four books touching on his white house years and his relationship with the reagan ##s .,"[[he], [white, house]]",no_relation,no_relation,2014,0,0
"i started to bite him , but he looked dirty , so i could n ' t bite him .","[[him], [he]]",no_relation,no_relation,2015,0,0
"` ` we believe that in light of the dollar reversal , energy bulls could find things rather difficult on the upside , at least during the early part of the week , ' ' edward mei ##r , an analyst at m ##f global , said in a research note .","[[edward, mei, ##r], [m, ##f, global]]",no_relation,no_relation,2018,0,0
ali lied about having to leave for her job to see if jake would end the show to be with her .,"[[jake], [her]]",no_relation,no_relation,2019,0,0
"birmingham 4 , blackburn 1","[[4], [blackburn]]",no_relation,no_relation,2021,0,0
"ban , who got to knew wal ##dh ##eim and his daughter personally during his tenure as south korean ambassador in vienna , had a private meeting with the former austrian statesman last february during a two - day visit to austria .","[[wal, ##dh, ##eim], [his]]",no_relation,no_relation,2022,0,0
"even better , if the teacher * does n ' t * mark him down , and the student proudly shows the paper to his parents , who have actually studied american history .","[[teacher], [him]]",no_relation,no_relation,2024,0,0
"pan ##cho ( hector eli ##zon ##do ) , the patriarch of the du ##que family , is preparing with his wife ama ##lia ( rita moreno ) to hand over the reins of the family business to the next generation .","[[hector, eli, ##zon, ##do], [patriarch]]",no_relation,no_relation,2026,0,0
"in addition to lead single ` ` hello my apple , ' ' the set features productions from benjamin ` ` benny blanco ' ' levin ( britney spears , katy perry ) and souls ##ho ##ck & karl ##in : cars ##ten sc ##ha ##ck and kenneth karl ##in ( leon ##a lewis , alexandra burke ) .","[[apple], [alexandra, burke]]",no_relation,no_relation,2027,0,0
"the french skaters collected a three - day total of 197 . 54 , ed ##ging out the 196 . 89 earned by the canadians in the last leg of the is ##u grand prix series .","[[196, ., 89], [is, ##u]]",no_relation,no_relation,2028,0,0
"i ' ve gotten some requests for my invited address at aba in phoenix about the current and future state of ob ##m research and practice , so i thought i ' d make it easy for those who might want a copy .","[[aba], [ob, ##m]]",no_relation,no_relation,2030,0,0
"in his youth he was a pre ##co ##cious climb ##er , scaling the matter ##horn , in switzerland , and mont blanc , in the french alps , by the age of 16 .","[[he], [mont, blanc]]",no_relation,no_relation,2031,0,0
dewey ' s point suggests that indo ##ct ##rina ##tion occurs whenever an instructor insists that students accept as truth proposition ##s that are in fact professionally contest ##able .,"[[dewey], [instructor]]",no_relation,no_relation,2032,0,0
"he arrives in detroit monday morning , where he ' ll butter up the big ##s at w ##xy ##z - tv , the local abc affiliate .","[[he], [he]]",no_relation,no_relation,2033,0,0
"wednesday , ji ##gg ##ett ##s refused to return to massachusetts voluntarily and will be held as a fugitive by new york authorities pending further court action , now set for july 8 , said alicia max ##ey greene , spoke ##sw ##oman for manhattan district attorney robert m . mor ##gent ##ha ##u .","[[wednesday], [robert, m, ., mor, ##gent, ##ha, ##u]]",no_relation,no_relation,2034,0,0
that divers ##ification helped h & amp ; r block as the boom in sub ##pr ##ime allowed option one to bu ##oy profits at a time when the company ' s market share in the tax preparation business came under attack by competitors like jackson hewitt .,"[[attack], [jackson, hewitt]]",no_relation,no_relation,2035,0,0
"however , the presidents of two club - - juan carlos lopez of mill ##ona ##rio ##s and carlos pu ##ente of america - - said they di ##sa ##pp ##roved of the new measures to restrict visiting fans .","[[mill, ##ona, ##rio, ##s], [america]]",no_relation,no_relation,2037,0,0
"the last time i will mention kate go ##ssel ##in on this blog , as i do n ' t even watch her stupid show but am entrance ##d by hairs ##tyle ##s of the rich and famous","[[kate, go, ##ssel, ##in], [her]]",no_relation,no_relation,2039,0,0
on friday jackson appeared on michelangelo sign ##ori ##le ' s show on sirius x ##m to complain that the bus ##e revelation should have mccain more forcefully defending ` ` traditional ' ' marriage so people do n ' t think he ' s soft on gay issues .,"[[michelangelo, sign, ##ori, ##le], [bus, ##e]]",no_relation,no_relation,2040,0,0
war ##burg pin ##cus will cover un ##su ##bs ##cr ##ibe ##d shares worth up to $ 500 million as part of a shareholder rights offering mb ##ia is planning for the first quarter of 2008 .,"[[mb, ##ia], [the, first, quarter, of, 2008]]",no_relation,no_relation,2042,0,0
"flame ##ngo ( brazil ) 2 , def ##ens ##or sporting ( uruguay ) 0 ( def ##ens ##or sporting advances on 3 - 2 aggregate )","[[brazil], [def, ##ens, ##or, sporting]]",no_relation,no_relation,2044,0,0
"when direct ##tv added the gospel music channel as a selection for its 16 . 8 million subscribers wednesday , it brought the total of households the channel reaches to 40 million in 177 tv markets .","[[direct, ##tv], [gospel, music, channel]]",no_relation,no_relation,2045,0,0
laura rei ##ley has contributed to za ##gat ' s america ' s top restaurants for the past four years .,"[[za, ##gat], [america]]",no_relation,no_relation,2047,0,0
the baby ##sham ##bles singer ' s experience in rome was anything but la do ##lce vita when he was left covered in blood .,"[[baby, ##sham, ##bles], [rome]]",no_relation,no_relation,2049,0,0
"` ` i would say mexico has become the country ( in the western hemisphere ) where it ' s most dangerous to be a journalist today , ' ' said go ##nza ##lo mar ##ro ##quin , president of the ia ##pa ' s press freedom commission , last month .","[[ia, ##pa], [last, month]]",no_relation,no_relation,2050,0,0
and some au ##tist ##ics learn to behave like nt ' s without aba .,"[[nt], [aba]]",no_relation,no_relation,2051,0,0
"the white house says the obama ##s have no public plans while in north carolina , although the president will speak at sunday ' s memorial in west virginia for the victims of the worst u . s . coal mine disaster in 40 years .","[[obama, ##s], [u, ., s, .]]",no_relation,no_relation,2052,0,0
"carnival corporation & plc is the largest cruise vacation group in the world , with a portfolio of cruise brands in north america , europe and australia , comprised of carnival cruise lines , holland america line , princess cruises , the yacht ##s of sea ##bour ##n , aid ##a cruises , costa cruises , cu ##nard line , ib ##ero cruises , ocean village , p & o cruises and p & o cruises australia .","[[north, america], [carnival, cruise, lines]]",no_relation,no_relation,2053,0,0
"it was delayed for at least eight hours , baldwin said .","[[at, least, eight, hours], [baldwin]]",no_relation,no_relation,2055,0,0
both get 50 percent of voting intentions in a survey by ip ##sos for le point magazine .,"[[ip, ##sos], [le, point]]",no_relation,no_relation,2057,0,0
"` ` as far as his qualifications go , he was at the top of his class in law school , he clerk ##ed on the u . s . court of appeals , he has legislative experience in the u . s . senate , he manages litigation for a big fortune 500 company , and the aba ( american bar association ) rated him as qualified , ' ' had ##en said .","[[he], [aba]]",no_relation,no_relation,2059,0,0
sim ##co ##x said the fact that his group kicked ford ##e out in 2007 amid allegations of lying and pretending to be a senior leader proves that the anti - illegal immigration movement is effectively policing itself .,"[[sim, ##co, ##x], [his]]",no_relation,no_relation,2060,0,0
glass ' opera was to imagine the final months in the life of walt disney ; wu ##orin ##en ' s was on the theme of the oscar - winning film ` ` broke ##back mountain . ' ',"[[glass, ', opera], [wu, ##orin, ##en]]",no_relation,no_relation,2061,0,0
"if there ' s a market for your ware ##s , no american turns it down , from kendra wilkinson , the ex - playboy bunny , to bill clinton , the ex - president .","[[american], [kendra, wilkinson]]",no_relation,no_relation,2063,0,0
"as waiter ##s served br ##un ##ch in the po ##sh beverly hills four seasons restaurant , the clear - eyed , harvard - educated screenwriter tossed out latin phrases like ` ` red ##uc ##ti ##o ad absurd ##um ' ' ( proving a proposition by showing its opposite to be false ) alongside the dirt ##ier words that fill the low - concept , high - profile film he co - wrote with ben still ##er ( who also directs and stars ) and justin the ##rou ##x .","[[latin], [justin, the, ##rou, ##x]]",no_relation,no_relation,2064,0,0
"at the time he received his draft notice , herrera was the father of three children with another on the way , and he was working as a mechanic at a phoenix dairy .","[[he], [his]]",no_relation,no_relation,2066,0,0
manchester united manager sir alex ferguson played down fears that rio ferdinand could miss the titanic premier league showdown with leaders arsenal after a new injury scare .,"[[premier, league], [arsenal]]",no_relation,no_relation,2067,0,0
"former u . n . secretary - general kurt wal ##dh ##eim , who was elected austrian president despite an international scandal about his secretive world war ii military service , died thursday , austrian media reported .","[[kurt, wal, ##dh, ##eim], [war]]",no_relation,no_relation,2068,0,0
"ban , who got to knew wal ##dh ##eim and his daughter personally during his tenure as south korean ambassador in vienna , had a private meeting with the former austrian statesman last february during a two - day visit to austria .","[[his], [austrian]]",no_relation,no_relation,2069,0,0
"there ' s also been naacp chairman julian bond ( ` ` the american flag and the confederate sw ##ast ##ika ' ' ) , former ohio sen . john glenn ( ` ` it ' s the old hitler business ' ' ) , garrison kei ##llo ##r ( ` ` browns ##hir ##ts in pins ##trip ##es ' ' ) , linda ron ##stadt ( ` ` a new bunch of hitler ##s ' ' ) and al gore ( ` ` digital browns ##hir ##ts ' ' ) .","[[julian, bond], [linda, ron, ##stadt]]",no_relation,no_relation,2070,0,0
"the many sides of venezuelan media ( response to ia ##pa , e & p )","[[many, sides, of, venezuelan, media], [ia, ##pa]]",no_relation,no_relation,2071,0,0
"also passing from the national scene were sam ##ari ##tan ##s founder chad var ##ah , presidential aide harry dent , philanthropist brooke astor , tel ##eva ##nge ##list tammy faye ba ##kker , federal judge james oak ##es , foreign aid official john with ##ers , capitol steps leader bill strauss , and atlanta olympics bombing hero richard jewel ##l .","[[harry, dent], [leader]]",no_relation,no_relation,2075,0,0
"scrambling to build up a coalition , za ##rda ##ri met thursday with the leader of the aw ##ami national party , winner of nine seats .","[[thursday], [aw, ##ami, national, party]]",no_relation,no_relation,2076,0,0
"bridge ##water , a target of cu ##omo ' s investigation , put the $ 18 , 000 it received from education finance partners into financial aid , said spokesman bryan baldwin .","[[cu, ##omo], [bryan, baldwin]]",no_relation,no_relation,2077,0,0
"in addition to al - maj ##id , the iraqi high tribunal upheld death sentences of former defense minister sultan hash ##im ahmad al - tai and hussein rashid mohammed , a former deputy director of operations for the iraqi armed forces .","[[hash, ##im, ahmad, al, -, tai], [deputy, director]]",no_relation,no_relation,2078,0,0
"we feel gr ##ie ##ved about his death , and i want to take the opportunity to express our condo ##lence ##s to w ##hang ' s family and the ro ##k people , ' ' chen said .","[[w, ##hang], [chen]]",no_relation,no_relation,2079,0,0
"so , if charles wu ##orin ##en is someone who has read the short story of broke ##back mountain and has been moved profoundly , then his words in the interview about what the story means to him , as opposed to the film , should give us much food for thought about what the story means to each of us .","[[his], [him]]",no_relation,no_relation,2081,0,0
"the same mn ##lf group briefly held hostage in february several defense and military officials from manila to press for the inclusion of mn ##lf founding chairman nur mis ##ua ##ri in a trip ##art ##ite meeting of mn ##lf , the government and the organization of islamic conference ( o ##ic ) to review a 1996 peace accord between mn ##lf and the government .","[[mn, ##lf], [mn, ##lf]]",no_relation,no_relation,2083,0,0
"at the time he received his draft notice , herrera was the father of three children with another on the way , and he was working as a mechanic at a phoenix dairy .","[[his], [herrera]]",no_relation,no_relation,2084,0,0
"the companies that have expressed interest in bidding are state - owned eco ##pet ##rol s . a . of colombia , ito ##chu corp . of japan , reliance industries limited of india and vale ##ro energy corp . , of san antonio , texas .","[[colombia], [ito, ##chu, corp, .]]",no_relation,no_relation,2085,0,0
"the rules of the ns ##g , which is expected to hold its next meeting on august 21 in vienna , ban trade with states , like india , that have not signed the nuclear non - proliferation treaty ( np ##t ) .","[[ns, ##g], [np, ##t]]",no_relation,no_relation,2086,0,0
"dr . jenny ata ##s , the marathon ' s medical director who led a team of 60 medical volunteers from the detroit medical center during the race , could n ' t comment on the three men who died but said it ' s possible for someone , even a runner in great shape , to have an ` ` inherent ' ' heart problem .","[[detroit, medical, center], [three]]",no_relation,no_relation,2087,0,0
"gu ##zan would be the fourth american goalkeeper currently in the premier league , after blackburn ' s brad fried ##el , everton ' s tim howard and fulham ' s ka ##sey keller .","[[blackburn], [ka, ##sey, keller]]",no_relation,no_relation,2088,0,0
atlanta - - simon cow ##ell felt like his abc show ` ` american inventor ' ' needed a little more o ##omp ##h .,"[[his], [inventor]]",no_relation,no_relation,2089,0,0
"def ##ens ##or sporting ( uruguay ) 3 , el nacional ( ecuador ) 0","[[def, ##ens, ##or, sporting], [ecuador]]",no_relation,no_relation,2090,0,0
"mel ##an ##con , the rookie whose fast ##ball to hill ' s back inc ##ited carlson ' s purpose pitch , also angered the boston red sox last month by hitting dustin pedro ##ia .","[[boston, red, sox], [dustin, pedro, ##ia]]",no_relation,no_relation,2091,0,0
"tri ##sta and ryan su ##tter , who found love on ` ` the bachelor ##ette , ' ' are expecting their first child , a representative for the couple said wednesday .","[[tri, ##sta], [ryan, su, ##tter]]",no_relation,no_relation,2092,0,0
"besides his wife and his son richard jr . , of birmingham , mr . flowers is survived by another son , jeff , of des ##tin , fl ##a . ; a daughter , mary tar ##water of knoxville , ten ##n . ; 10 grandchildren and 4 great - grandchildren .","[[his], [jeff]]",no_relation,no_relation,2093,0,0
"the kit , which was patented by ms . roth ##man in 1974 , could also be used to remove men ##st ##ru ##al blood and short ##en a woman ' s period .","[[roth, ##man], [1974]]",no_relation,no_relation,2094,0,0
the asian development bank ( ad ##b ) is providing over 21 percent of the total investment cost of nearly 2 .,"[[asian, development, bank], [2]]",no_relation,no_relation,2095,0,0
"democratic sen . patrick leah ##y , who chairs the judiciary committee , sent a letter to gonzales last thursday giving him a week to resolve any inc ##ons ##iste ##ncies in his testimony .","[[gonzales], [his]]",no_relation,no_relation,2096,0,0
"a few months earlier , she had unsuccessfully challenged house majority leader dick arm ##ey , r - texas , for his position as the no . 2 house leader .","[[his], [leader]]",no_relation,no_relation,2099,0,0
"k ##ham ##ene ##i has described britain , which has long had turbulent relations with iran and a long history of mist ##rus ##t , as the ` ` most evil ' ' of its enemies .","[[k, ##ham, ##ene, ##i], [iran]]",no_relation,no_relation,2100,0,0
"according to the los angeles times and k ##tl ##a , mc ##iner ##ney and some other boys acc ##ost ##ed king about his sexuality on feb . 11 .","[[mc, ##iner, ##ney], [his]]",no_relation,no_relation,2101,0,0
"hind ##al ##co industries ( up 3 . 23 % ) , dl ##f ( up 3 . 03 % ) , reliance infrastructure ( up 2 . 96 % ) , hd ##fc ( up 2 . 67 % ) , tata motors ( up 2 . 57 % ) , reliance industries ( up 2 . 41 % ) , ma ##hin ##dra & ma ##hin ##dra ( up 1 . 70 % ) , it ##c ( up 1 . 55 % ) were some of the prominent gain ##ers .","[[hind, ##al, ##co, industries], [it, ##c]]",no_relation,no_relation,2104,0,0
see . . . brody ' s robin costume looks che ##es ##y but somehow it works since frankie ' s batman costume looked equally che ##es ##y . . . but in a good way .,"[[frankie], [batman]]",no_relation,no_relation,2105,0,0
"the article mentions the legislation california sen . barbara boxer has introduced , s . 151 ##2 , and that former state sen . john burton is ` ` urging bar association members to throw their weight behind the bill . ' '","[[barbara, boxer], [s, .]]",no_relation,no_relation,2106,0,0
"but the abc said sources both in britain and australia had confirmed the sim card , which han ##ee ##f claims he left with ahmed before han ##ee ##f left britain last year , was not found in the petrol and gas - laden car at glasgow airport .","[[abc], [han, ##ee, ##f]]",no_relation,no_relation,2107,0,0
