Sentence,Two_Entity,Predict,Label,idx
no other fife navy ship could have gotten in the water .,"[[navy], [ship]]",NONE,ART-lr,46466
laser beams can temporarily blind or di ##sor ##ient pilots and possibly cause a plane to crash .,"[[pilots], [plane]]",NONE,ART-lr,48785
"if passed next november , residents would have 90 days to give up firearms they keep in their homes or businesses .","[[their], [homes]]",NONE,ART-lr,52085
begin the training for the pilots in the cockpit ##s with firearms .,"[[pilots], [cockpit, ##s]]",NONE,ART-lr,52637
begin the training for the pilots in the cockpit ##s with firearms .,"[[pilots], [firearms]]",NONE,ART-lr,52638
"north korea also hinted during the meetings that they have nuclear weapons and may conduct a test , a u . s . official said .","[[north, korea], [weapons]]",NONE,ART-lr,55007
the informant offered to help u . n . forces in raiding the government stock ##pile ##s to be used in the genocide campaign .,"[[government], [stock, ##pile, ##s]]",NONE,ART-lr,55739
"we have with us captain kent ring ##board , on board the royal caribbean "" ra ##dian ##ce of the seas . ""","[[royal, caribbean], [ra, ##dian, ##ce, of, the, seas]]",NONE,ART-lr,61962
"a controversial inc ##iner ##ator just about ready to destroy weapons at an ann ##isto ##n , alabama , military facility .","[[military], [facility]]",NONE,ART-lr,62880
the president greeting a number of dignitaries as he gets ready here to board air force one on his way home .,"[[president], [air, force, one]]",NONE,ART-lr,63957
up there they have heavy machine guns .,"[[they], [guns]]",NONE,ART-lr,64338
"you see , after kobe ' s world fell apart because he could n ' t resist banging the crazy white towel clerk at his hotel , he needed an out .","[[his], [hotel]]",NONE,ART-lr,65004
their life raft had already been s ##ni ##tched away by the high seas .,"[[their], [raft]]",NONE,ART-lr,66290

most of the new stores competing with giant are in virginia .,"[[most], [virginia]]",NONE,GEN-AFF-lr,5566
""" i am humble ##d by the support of so many citizens in the 42nd district who are voting with their pocket ##books for a change in leadership .","[[citizens], [42nd, district]]",NONE,GEN-AFF-lr,10432
he was a representative to the united nations in geneva from 1989 to 1998 .,"[[united, nations], [geneva]]",NONE,GEN-AFF-lr,31632
"in his home state of indiana , the committee ' s chairman , republican senator richard lu ##gar .","[[his], [state]]",NONE,GEN-AFF-lr,32044
"rum ##sf ##eld also met friday with king abdullah of jordan , an american ally in the middle east .","[[ally], [middle, east]]",NONE,GEN-AFF-lr,47555

"yeah , there ' s a little tension between the house majority leader , tom delay , and his successor as house majority whip and his former deputy , lloyd blunt , kind of came to light when "" the washington post "" had a front - page story showing disagreement on the provision , delay had it taken out .","[[successor], [majority]]",PER-SOC-lr,GEN-AFF-lr,610

"af ##p _ eng _ 2003 ##0 ##41 ##7 . 000 ##4 news story 2003 ##0 ##41 ##7 three hacked to death in india over witchcraft allegations gu ##wa ##hat ##i , india , april 17 ( af ##p ) at least three members of a family in india ##s northeastern state of trip ##ura were hacked to death by a tribal mob for allegedly practicing witchcraft , police said thursday .","[[family], [state]]",ORG-AFF-lr,GEN-AFF-lr,34534
edward lu and yuri male ##nche ##nko of russia will spend the next six months in the space station .,"[[yuri, male, ##nche, ##nko], [russia]]",ORG-AFF-lr,GEN-AFF-lr,34772

"in london , a spokesman for the british prime minister said tony blair "" condemn ##s absolutely what has happened "" .","[[london], [spokesman]]",NONE,PHYS-rl,8948
in new york is nancy grace .,"[[new, york], [nancy, grace]]",NONE,PHYS-rl,11909
cnn ' s ryan chi ##lco ##te is in na ##ja ##f with the 101 ##st airborne .,"[[na, ##ja, ##f], [101, ##st, airborne]]",NONE,PHYS-rl,13823
"the united states is deploy ##ing some of iraq ' s exiles and internal di ##ssi ##dents around the country to help root out pro - saddam elements , keep order and distribute aid , according to one such organization , the iraq national congress .","[[country], [elements]]",NONE,PHYS-rl,24365
tonight here the strong are eating .,"[[here], [strong]]",NONE,PHYS-rl,37595
"at the pentagon briefing today , general stanley mcc ##hr ##yst ##al said that it looked a lot like terrorism .","[[pentagon], [stanley, mcc, ##hr, ##yst, ##al]]",NONE,PHYS-rl,60903
"not just iraqi positions behind us , in addition to that in the direction of mo ##sul as well which is a major northern iraqi city about 28 miles to the west of me .","[[city], [me]]",NONE,PHYS-rl,64281

"as paul just reported , the modest ##o , california police department will be holding a news conference just a few minutes from now , and cnn of course will be carrying that news conference live .","[[modest, ##o], [department]]",NONE,PART-WHOLE-rl,569
but some shi ##ite muslim groups boycott ##ed the meeting and thousands protested nearby .,"[[shi, ##ite, muslim, groups], []]",NONE,PART-WHOLE-rl,5906
"pittsburgh , one of us air ##way ' s hub ##s , built up its airport complete with a sprawling retail complex in the terminal .","[[its], [airport]]",NONE,PART-WHOLE-rl,7323
"pittsburgh , one of us air ##way ' s hub ##s , built up its airport complete with a sprawling retail complex in the terminal .","[[airport], [complex]]",NONE,PART-WHOLE-rl,7331
"am ##r , the parent of american airlines , cancelled the bonus program and ceo donald cart ##y as ap ##oll ci ##zed to employees .","[[parent], [american, airlines]]",NONE,PART-WHOLE-rl,9355
from its flight deck president bush will make a major announcement to the american people tomorrow night on the end of major combat in iraq .,"[[its], [deck]]",NONE,PART-WHOLE-rl,12678
"the sand ##igan ##bay ##an special division friday reset for june 16 the res ##ump ##tion of estrada ' s pl ##under case hearing , which was originally scheduled for june 2 .","[[sand, ##igan, ##bay, ##an], [division]]",NONE,PART-WHOLE-rl,13182
"cash - strapped vi ##ven ##di wants to sell universal studios , its universal theme parks and television production company .","[[its], [company]]",NONE,PART-WHOLE-rl,17300
"cash - strapped vi ##ven ##di wants to sell universal studios , its universal theme parks and television production company .","[[its], [parks]]",NONE,PART-WHOLE-rl,17302
"vi ##ven ##di also is holding talks with via ##com , mgm and other buyers interested in acquiring all or parts of its entertainment companies .","[[its], [companies]]",NONE,PART-WHOLE-rl,17329
"gary tu ##chman in an air base near the iraq border , thanks very much , gary tu ##chman .","[[iraq], [border]]",NONE,PART-WHOLE-rl,19403
"it ' s my sense that in virginia , the cd ##b ##g program is used extensively in rural areas and , on the whole , has done some good .","[[virginia], [areas]]",NONE,PART-WHOLE-rl,19714
"from our new york bureau as i was introducing a moment ago , dan fa ##gen , the environment writer for news day and dan , whitman did consider herself sort of the republican environmental ##ist .","[[our], [bureau]]",NONE,PART-WHOLE-rl,21950
"` ` we planned for 30 trucks but we only got seven loaded because of the severe sands ##torm , ' ' said e . j . russell of the humanitarian operations center , a joint u . s . - kuwait ##i agency .","[[kuwait, ##i], [agency]]",NONE,PART-WHOLE-rl,24955
she has already made enough money from her debut album ( never again ) to live out the rest of her life in some secluded california mansion .,"[[california], [mansion]]",NONE,PART-WHOLE-rl,30114
u . s . troops thwarted a baghdad bank robbery over the protests of iraqi ##s eager to share in the lo ##ot .,"[[baghdad], [bank]]",NONE,PART-WHOLE-rl,31403
joining us now are two key members of the united states senate foreign relations committee .,"[[senate, foreign, relations, committee], []]",NONE,PART-WHOLE-rl,32030
joining us now are two key members of the united states senate foreign relations committee .,"[[united, states], [senate]]",NONE,PART-WHOLE-rl,32032
"first of all , i want to cong ##rat ##ulate the auburn football team for doing what no other auburn football team has done ; going 12 - 0 .","[[auburn], [team]]",NONE,PART-WHOLE-rl,32573
"if you are interested in getting information about securities class actions for a company , you should check out the stanford law school ' s securities class action clearing ##house .","[[stanford, law, school], [securities, class, action, clearing, ##house]]",NONE,PART-WHOLE-rl,36369
you ' re looking at some of san francisco ' s police department ' s officers .,"[[san, francisco], [department]]",NONE,PART-WHOLE-rl,37692
"anyway , it looks like they ' re denying chinese involvement to avoid a lawsuit , which is funny - - you ' d think they might know someone in the russian judiciary who could help them out .","[[russian], [judiciary]]",NONE,PART-WHOLE-rl,40305
"in 2004 , i had the opportunity to attend their conference hosted by the university of texas mcc ##om ##bs business school .","[[university, of, texas, mcc, ##om, ##bs, business, school], []]",NONE,PART-WHOLE-rl,40585
"this order came after about two hours ' legal proceedings at the manhattan courthouse in new york , according to a tv report .","[[manhattan], [courthouse]]",NONE,PART-WHOLE-rl,43515
"last i remember the convention applies to countries that signed the document and the two countries must have standing armies with uniforms . . . . the iraqi military is at our side , the terrorists are not .","[[countries], [armies]]",NONE,PART-WHOLE-rl,45465
"she made the statements after a meeting with the speaker of the portuguese parliament , joao mo ##ta amara ##l .","[[portuguese], [parliament]]",NONE,PART-WHOLE-rl,46838
"cnn ##hl _ eng _ 2003 ##0 ##41 ##6 _ 1937 ##42 . 7 news story 2003 - 04 - 16 19 : 38 : 13 in northern iraq , u . s . marines and residents exchanged gunfire in the city of mo ##sul today , in the second day of civil disturbances there .","[[iraq], [city]]",NONE,PART-WHOLE-rl,50150
ge edison would be ai ##g ' s third life insurance unit in japan following ali ##co japan and ai ##g star life insurance co .,"[[ai, ##g], [ai, ##g, star, life, insurance, co]]",NONE,PART-WHOLE-rl,50526
bass ##on was accused of directing south africa ' s former apartheid regime ' s bio ##chemical efforts aimed at destroying its opponents .,"[[south, africa], [regime]]",NONE,PART-WHOLE-rl,52698
"a few moments ago , out on the horizon , not very far ahead of the u . s . army ' s 3rd squadron , 7th cavalry , we heard more than a few explosions .","[[u, ., s, ., army], [7th, cavalry]]",NONE,PART-WHOLE-rl,53546
"china ' s delegation is led by fu ying , director general of the asian affairs department of its foreign ministry .","[[its], [foreign, ministry]]",NONE,PART-WHOLE-rl,55355
the coalition air force will begin providing urban combat air support over the city .,"[[coalition], [force]]",NONE,PART-WHOLE-rl,56917
"the airfield ' s 6 , 700 - foot ( 2 , 04 ##2 - meter ) runway is long enough to land c - 17 ##s and other u . s . military cargo planes .","[[u, ., s], [military]]",NONE,PART-WHOLE-rl,58490
"it also has a land ##er known as bea ##gle two , named after charles car win which he sailed to the island and went into its bit of fame .","[[it], [land, ##er]]",NONE,PART-WHOLE-rl,59714
"a controversial inc ##iner ##ator just about ready to destroy weapons at an ann ##isto ##n , alabama , military facility .","[[ann, ##isto, ##n], [facility]]",NONE,PART-WHOLE-rl,62881
"the foreign ministers of france , germany and russia today issued a joint declaration that they will not allow a second american - backed resolution to pass the united nations security council .","[[united, nations], [council]]",NONE,PART-WHOLE-rl,62948

"and of course , this is significant because lac ##i peterson , when she disappeared from her modest ##o home , was 7 1 / 2 months pregnant .","[[modest, ##o], [home]]",ART-lr,PART-WHOLE-rl,439
iraq ' s precious oil field remain intact .,"[[iraq], [field]]",ART-lr,PART-WHOLE-rl,7929
"a convoy of russian diplomats , including the ambassador , came under fire sunday while eva ##cu ##ating baghdad , the russian foreign ministry said .","[[russian], [ministry]]",ART-lr,PART-WHOLE-rl,24478
"the town ' s deep ##water port , the only one in iraq , is essential for any relief effort .","[[town], [port]]",ART-lr,PART-WHOLE-rl,25035
"israeli authorities have claimed sharif , 27 , from derby , was on the run after failing to blow himself up in the attack on a tel aviv bar .","[[tel, aviv], [bar]]",ART-lr,PART-WHOLE-rl,40180
a senior kurdish intelligence official says citizens were protesting the american occupation of the city ' s main government building .,"[[city], [building]]",ART-lr,PART-WHOLE-rl,50180
"the airfield ' s 6 , 700 - foot ( 2 , 04 ##2 - meter ) runway is long enough to land c - 17 ##s and other u . s . military cargo planes .","[[airfield], [runway]]",ART-lr,PART-WHOLE-rl,58491
"after talks in saint petersburg ' s grand konstantin ##ovsky palace , they also warned north korea to abandon its nuclear aspirations and signed documents implementing the moscow treaty , which mandates sharp cuts in cold war nuclear weapons stocks .","[[saint, petersburg], [konstantin, ##ovsky, palace]]",ART-lr,PART-WHOLE-rl,61321
putin last visited bush at his texas ranch in november 2001 .,"[[texas], [ranch]]",ART-lr,PART-WHOLE-rl,61654

"chi ##lco ##te his soldiers take a knee , their weapons brought down from the ready position .","[[his, soldiers], []]",NONE,PER-SOC-rl,14088
chi ##lco ##te he orders his men back to their compound to await cooler heads .,"[[his, men], []]",NONE,PER-SOC-rl,14104
"one of his aide ##s tells the current issue of "" time , "" magazine , quote , "" even if it ' s $ 500 billion , so what ? ""","[[his, aide, ##s], []]",NONE,PER-SOC-rl,29977
"despite prince charles ' ugly divorce with princess di anna , the affection between father and son is now pal ##pa ##ble and en ##via ##ble .","[[father], [son]]",NONE,PER-SOC-rl,66231

"putin , who enjoyed a warm relationship with former chinese president jiang ze ##ming , has made efforts to nur ##ture ties with hu and was the first world leader to go to beijing to meet him in december when he was president - in - waiting .","[[putin], [hu]]",PER-SOC-lr,PER-SOC-rl,6824
"and you see apache helicopter pilot and his wife michelle who was talking with us on the telephone the sunday morning when the video came in of the rescue of the p . o . w . s and she was able to tell us on the telephone as we had those pictures up on air , she identified her husband and life just got better and better for her after that .","[[her, husband], []]",PER-SOC-lr,PER-SOC-rl,20380
"reporter : even with sharon trying to make things as easy as possible on her husband , he was still a mess .","[[her, husband], []]",PER-SOC-lr,PER-SOC-rl,20507
"young ' s mother says , when she sees her son , she plans on hugging him for a good solid half hour .","[[her, son], []]",PER-SOC-lr,PER-SOC-rl,20970
"another of saddam ' s three half brothers , wat ##ban ibrahim hasan al - ti ##kr ##iti , was captured earlier by u . s . forces .","[[saddam], [brothers]]",PER-SOC-lr,PER-SOC-rl,31702
"julian ##ne lee , a ro ##h spoke ##sw ##oman , said the north korean statement might be a negotiating pl ##oy in the wake of talks last month with u . s . officials in beijing .","[[ro, ##h, spoke, ##sw, ##oman], []]",PER-SOC-lr,PER-SOC-rl,34445
"hunter , 34 , filed for divorce in los angeles superior court , citing ir ##re ##con ##ci ##lab ##le differences with the 58 - year - old rock star to whom she has been married for nearly 13 years .","[[whom, she], []]",PER-SOC-lr,PER-SOC-rl,37317
i visited all their families .,"[[their, families], []]",PER-SOC-lr,PER-SOC-rl,41046
"and could n ' t believe , i think , as a 4 - year - old now that his sister is home .","[[his, sister], []]",PER-SOC-lr,PER-SOC-rl,63327

""" nothing is going to change on hezbollah because we do n ' t have an agreement among the member states , "" the diplomat said .","[[we], [states]]",NONE,ORG-AFF-rl,15237
we may bring in nato allies or the united nations or other people in the arab world .,"[[nato], [allies]]",NONE,ORG-AFF-rl,16567
"while two guard divisions have apparently been smashed , there are three others in the baghdad area .","[[guard], [divisions]]",NONE,ORG-AFF-rl,22678
toyota ' s top posts held by cho and chairman hiroshi ok ##uda remain unchanged .,"[[toyota], [cho]]",NONE,ORG-AFF-rl,27028
toyota ' s top posts held by cho and chairman hiroshi ok ##uda remain unchanged .,"[[toyota], [hiroshi, ok, ##uda]]",NONE,ORG-AFF-rl,27029
ps ##d is building a strategy for the 4 years to come and they are going to elect a leader .,"[[ps, ##d], [leader]]",NONE,ORG-AFF-rl,27775
"as for that $ 90 million shoe contract with nike , it may be a good deal for james .","[[nike], [james]]",NONE,ORG-AFF-rl,28625
"in his home state of indiana , the committee ' s chairman , republican senator richard lu ##gar .","[[committee], [chairman]]",NONE,ORG-AFF-rl,32048
"the aircraft ' s ce ##nsor ##s detected the unknown type of laser while it was flying near the heavily fortified frontier that divides the two korea ##s , the u . s . military official said on condition of an ##ony ##mity .","[[military], [official]]",NONE,ORG-AFF-rl,34000
now officials in the worldwide museum community have pledged their help in restoring iraq ' s past .,"[[museum], [community]]",NONE,ORG-AFF-rl,35895
"a house committee voted wednesday to allow people to shoot to kill in self - defense if they are attacked "" in any other place where he or she has a right to be . ""","[[house, committee], []]",NONE,ORG-AFF-rl,38066
t ##12 : 35 : 00 i nominate john k . for virginia ' s first poet laureate .,"[[virginia], [poet]]",NONE,ORG-AFF-rl,50565
"i think it ' s really a question of degree , i mean , i think that ceo ##s should make millions of dollars running companies , there are tens of thousand employees , billions of dollars of revenue .","[[companies], [employees]]",NONE,ORG-AFF-rl,51880
"now , homeland security chief tom ridge described some of those new security measures on top of the ones that are already in place .","[[homeland, security], [chief]]",NONE,ORG-AFF-rl,52635
the alleged intended victims included former president nelson mandela and several african national congress leaders who are now high - ranking government officials .,"[[african, national, congress], [leaders]]",NONE,ORG-AFF-rl,52789
the palestine hotel is where much of the international press corps is based .,"[[press], [corps]]",NONE,ORG-AFF-rl,56944
and one group of sailors is getting letters from elementary school children in north carolina .,"[[school], [children]]",NONE,ORG-AFF-rl,57715
"they ' re coming close to smith ##field food ' s very successful ' sq ##ue ##al to meal ' policy ; if these rumors are true , the result for shareholders will be a pretty positive one .","[[they], [shareholders]]",NONE,ORG-AFF-rl,66609

"ja ##lal jam ##il , a 45 - year - old jewellery store owner , said the situation just keeps getting worse .","[[store], [owner]]",NONE,ART-rl,11182
from its flight deck president bush will make a major announcement to the american people tomorrow night on the end of major combat in iraq .,"[[deck], [bush]]",NONE,ART-rl,12673
they stand no chance against the m1 abrams tanks used by army and marines .,"[[tanks], [army]]",NONE,ART-rl,26778
they stand no chance against the m1 abrams tanks used by army and marines .,"[[tanks], [marines]]",NONE,ART-rl,26780
"this man took the horse from a stable at the home of ud ##ay hussein , saddam ' s eldest son .","[[home], [ud, ##ay, hussein]]",NONE,ART-rl,33125
a russian soyuz capsule dropped them off this morning after docking perfectly at the orbiting outpost .,"[[capsule], [them]]",NONE,ART-rl,34754
the soyuz will carry that crew back to earth may 4th .,"[[soyuz], [crew]]",NONE,ART-rl,34781
"and one of the reasons is because we have armored fighting vehicles there in baghdad , and we will use them .","[[vehicles], [we]]",NONE,ART-rl,36853
these are video ##ta ##pes from the ' 80s found in a palace of saddam hussein ' s first wife .,"[[palace], [wife]]",NONE,ART-rl,37263
"this is great news for florida gun carriers because now to defend yourself you do n ' t have to first make sure a "" duty to retreat "" is impossible .","[[gun], [carriers]]",NONE,ART-rl,38283
"mil ##am grenades , mortar ##s , all sorts of ammunition abandoned by iraqi soldiers but there for the taking .","[[grenades], [soldiers]]",NONE,ART-rl,39337
"mil ##am grenades , mortar ##s , all sorts of ammunition abandoned by iraqi soldiers but there for the taking .","[[mortar, ##s], [soldiers]]",NONE,ART-rl,39339
"mil ##am grenades , mortar ##s , all sorts of ammunition abandoned by iraqi soldiers but there for the taking .","[[ammunition], [soldiers]]",NONE,ART-rl,39340
"captain andy goo ##ch , royal engineers with the amounts of ammunition and weapons left about , if they ' d used those systems , that amount of weapon it would have given us a considerable amount of trouble trying to take the positions .","[[ammunition], [they]]",NONE,ART-rl,39364
"if passed next november , residents would have 90 days to give up firearms they keep in their homes or businesses .","[[firearms], [they]]",NONE,ART-rl,52077
this is what we ' ve literally been living in .,"[[what], [we]]",NONE,ART-rl,53666
inside those helicopters rescue im ##sw ##im ##mers .,"[[helicopters], [im, ##sw, ##im, ##mers]]",NONE,ART-rl,57484
"it also has a land ##er known as bea ##gle two , named after charles car win which he sailed to the island and went into its bit of fame .","[[which], [he]]",NONE,ART-rl,59712
"keep in mind , these are weapons that saddam hussein , until recently , said he did n ' t even have .","[[weapons], [saddam, hussein]]",NONE,ART-rl,63170

"iraq was due to present a 30 - page report on biological weapons it said it destroyed in 1991 , according to diplomatic sources in baghdad , who said a second batch of documents on ant ##hra ##x would follow in the next few days .","[[weapons], [it]]",ART-lr,ART-rl,56228

"one such activist is mao hen ##gf ##eng , who was dismissed in 1988 from her job at a shanghai soap factory after becoming pregnant a second time .","[[shanghai], [factory]]",NONE,GEN-AFF-rl,1101
one interesting note : most of the online negative comments about giant come from maryland residents .,"[[maryland], [residents]]",NONE,GEN-AFF-rl,5563
"russia objected to world bank rules that required monitoring of patients receiving medication , the world bank said .","[[russia], [patients]]",NONE,GEN-AFF-rl,5659
she said she was embarrassed to be from the same state as president bush .,"[[state], [bush]]",NONE,GEN-AFF-rl,11695
"even by calling the movement "" pro - choice "" instead of "" pro - abortion , "" it gives cr ##ede ##nce to the christian lo ##oni ##es .","[[christian, lo, ##oni, ##es], []]",NONE,GEN-AFF-rl,14673
our jerusalem bureau chief mike hanna standing by with more and that .,"[[jerusalem], [bureau]]",NONE,GEN-AFF-rl,32516
"one option under serious consideration was bush giving iraqi leader saddam hussein a final ultimatum , perhaps with a short - term deadline , in a major address next week , two senior white house officials said .","[[iraqi], [leader]]",NONE,GEN-AFF-rl,52396
"another key mission for the 173 ##rd could be to keep order in northern iraq , which is controlled by two semi - autonomous kurdish factions but also includes several splinter groups and a base for the al - q ##aid ##a - linked an ##sar al - islam .","[[iraq], [an, ##sar, al, -, islam]]",NONE,GEN-AFF-rl,58882
"cr ##ich ##ton , 60 , is one of the world ' s wealthiest authors , and has had 12 of his novels made into major hollywood movies .","[[world], [authors]]",NONE,GEN-AFF-rl,65555

"yeah , there ' s a little tension between the house majority leader , tom delay , and his successor as house majority whip and his former deputy , lloyd blunt , kind of came to light when "" the washington post "" had a front - page story showing disagreement on the provision , delay had it taken out .","[[majority, leader], []]",PER-SOC-lr,GEN-AFF-rl,592

"as coalition troops advanced , an entire iraqi army division gave itself up , u . s . military officials said .","[[iraqi], [army]]",PART-WHOLE-rl,GEN-AFF-rl,41459
"despite the heavy bombing , which the u . s . central command said targeted military command and control installations , the iraqi regime gave no sign of quit ##ting .","[[u, ., s], [central, command]]",PART-WHOLE-rl,GEN-AFF-rl,42132

